contract_id;account_id;external_id;contract_name;contract_status;contract_type;engagement_type;amount;payment_type;monthly_points_allotment;contract_start_date;contract_end_date;contract_renewal_date;account_manager;team_manager;clickup_folder_id;quickbooks_customer_id;quickbooks_business_unit_id;customer_display_type;hosting;priority;created_at;updated_at;deal_id;contract_description;slack_channel_internal;slack_channel_external;dollar_per_hour;autorenewal;initial_term_length;subsequent_term_length;notice_period;next_invoice_date
1daeb0a9-9fbc-4cc2-a52f-e1cf31999684;;MID202510004;FFNP - Hosting;active;recurring;tactical;50;credit_card;0;2024-03-05;;;;;;1790;193514801304854;points;true;Tier 4;2026-01-19 19:30:08.818478+00;2026-01-19 19:30:08.818478+00;XXXXXXXXXXX;Launchr Website Hosting https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Or4vaEIu4BG5ePBQsMs6Z4f;;;;true;30;30;	-30;
78e7ddb0-6154-4d35-bba4-fe05d6ed5f57;;MID202510001;RD Law Firm - Hosting;active;recurring;tactical;200;credit_card;2;2024-02-14;;;;;;1983;193514801304854;points;true;Tier 4;2026-01-19 19:30:10.525676+00;2026-01-19 19:30:10.525676+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates;;;;true;30;30;	-30;
6f0bb1c1-1755-4c06-bfd0-215f0079d2fc;;MID202510025;The Manor - Hosting;active;recurring;tactical;50;invoice;0;2021-10-01;;;;;;1623;193514801304854;points;true;Tier 4;2026-01-19 19:30:12.22255+00;2026-01-19 19:30:12.22255+00;XXXXXXXXXXX;Website hosting plan;;;;true;365;365;	-30;2026-10-01
376ab591-2bf3-461b-9034-371bba8ca841;;MID20253027;"TrueNAS - Creative; digital; website";canceled;recurring;tactical;6125;invoice;61;2025-02-03;;;;;90172248209;45;9341454074930384;hours;false;Tier 1;2026-01-19 19:30:13.95798+00;2026-01-19 19:30:13.95798+00;XXXXXXXXXXX;"Creative; digital; website";;;175;false;90;0;0;
e7336694-2c40-4fcf-a7ef-4d0460f053c8;;MID20258726;"Powerhouse Gym - Creative; digital; website services";active;recurring;tactical;5075;invoice;50;2025-05-01;;;;;90172248189;17;9341454074930384;hours;false;Tier 4;2026-01-19 19:30:15.682594+00;2026-01-19 19:30:15.682594+00;XXXXXXXXXXX;Creative services;;;175;false;426;0;	-60;2026-01-22
2cacc7f1-572b-427c-92fb-f53ec09fdfc8;;MID20255007;Cyberhaven - Campaign management;canceled;recurring;tactical;5250;invoice;52;2025-04-01;;;;;90172248170;10;9341454074930384;points;false;Tier 1;2026-01-19 19:30:17.433923+00;2026-01-19 19:30:17.433923+00;XXXXXXXXXXX;Campaign management services;;;175;false;275;0;	-15;2025-06-21
54d45e79-0546-4d12-9576-a67bfacbd0a4;;MID20259213;"Beamable - Creative; Digital and Website Retainer";canceled;recurring;tactical;6125;invoice;61;2025-03-01;;;;;90172263214;46;9341454074930384;hours;false;Tier 1;2026-01-19 19:30:19.179957+00;2026-01-19 19:30:19.179957+00;33456565413;GTM engineering and digital marketing services;;;175;false;90;0;0;
a3899b64-d779-4aee-afbb-d43e2125ccf8;;MID20251778;VITAL - Marketing services;active;recurring;tactical;4000;invoice;60;2024-06-15;;;;;90171578464;2038;193514801304854;points;false;Tier 4;2026-01-19 19:30:20.878726+00;2026-01-19 19:30:20.878726+00;21821017936;Content and creative services;;;;true;90;90;	-45;2026-02-01
b1f3ae44-0316-492e-aef1-bb260b814482;;MID20255818;Techmode - Marketing services;active;recurring;strategic;5000;invoice;50;2024-09-18;;;;;90171742902;2058;193514801304854;points;false;Tier 4;2026-01-19 19:30:22.647946+00;2026-01-19 19:30:22.647946+00;22111631187;"ABM; content; paid; etc.";;;;true;180;180;	-45;2026-02-01
c8bd9166-2a8e-4824-9bbb-304f1d8ce014;;MID20256737;Numeric - Podcast services;active;recurring;tactical;3500;invoice;45;2024-11-25;;;;;90171999273;2093;193514801304854;points;false;Tier 4;2026-01-19 19:30:24.398653+00;2026-01-19 19:30:24.398653+00;28632228664;"Podcast services; including editing; writing; images; etc";;;;true;90;90;	-45;2026-02-01
ec1251b4-8dd8-4f12-ba68-1e923a54c460;;MID20255922;Hydrian - Marketing services;active;recurring;strategic;4000;invoice;75;2024-05-01;;;;;115272781;1626;193514801304854;points;false;Tier 3;2026-01-19 19:30:26.133021+00;2026-01-19 19:30:26.133021+00;21821049386;"ABM; paid; content; website maintenance";;;;true;30;30;	-45;2026-02-01
833f1003-bf16-434b-afab-a705072e5eef;;MID20259914;Bazaarvoice - Content marketing services;active;recurring;tactical;2500;invoice;25;2024-01-12;;;;;90020895722;678;123145757279014;points;false;Tier 4;2026-01-19 19:30:27.946903+00;2026-01-19 19:30:27.946903+00;21821104272;"Video content; marketing services";;;;true;90;90;	-45;2026-02-01
6061d0c2-de11-40b9-8824-1ccd80a970d6;;MID20259442;Global Shared Services - Marketing Services;active;recurring;tactical;9000;invoice;110;2025-01-01;;;;;90172066317;2103;193514801304854;points;false;Tier 4;2026-01-19 19:30:29.668618+00;2026-01-19 19:30:29.668618+00;29370305802;Marketing services;;;;true;90;90;	-45;2025-06-01
c389ded5-6aa0-4724-beaf-14648303e7b4;;MID202510022;Conklyn and Kemp - Hosting;active;recurring;tactical;50;invoice;0;2021-04-01;;;;;;1413;193514801304854;points;true;Tier 4;2026-01-19 19:30:05.541814+00;2026-01-19 19:30:05.541814+00;XXXXXXXXXXX;Website hosting plan;;;;true;365;365;	-30;2026-04-01
99381c2a-f0b3-4239-90db-c5ea45630f6e;;MID202510026;Face Works Events - Hosting;active;recurring;tactical;50;invoice;0;2021-07-01;;;;;;1579;193514801304854;points;true;Tier 4;2026-01-19 19:30:07.258329+00;2026-01-19 19:30:07.258329+00;XXXXXXXXXXX;Website hosting plan;;;;true;30;30;	-30;
2335bf8d-7df2-453b-bd83-848e501f17dd;;MID202510029;Franconia Group - Hosting;active;recurring;tactical;50;invoice;0;2021-04-01;;;;;;1441;193514801304854;points;true;Tier 4;2026-01-19 19:30:09.156066+00;2026-01-19 19:30:09.156066+00;XXXXXXXXXXX;Website hosting plan;;;;true;30;30;	-30;
9640c4dc-276c-45bf-8d9b-aecd1f989b29;;MID202510010;Reliant Drywall - Hosting;active;recurring;tactical;200;credit_card;2;2024-02-26;;;;;;191;193514801304854;points;true;Tier 4;2026-01-19 19:30:10.868153+00;2026-01-19 19:30:10.868153+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Oo69IEIu4BG5ePBXfXuRqkd;;;;true;30;30;	-30;
63cc6f78-6f7d-46dd-9ccc-77437e02ddf2;;MID202510011;True Standard Distilling - Hosting;active;recurring;tactical;200;credit_card;2;2024-06-25;;;;;;1998;193514801304854;points;true;Tier 4;2026-01-19 19:30:12.562187+00;2026-01-19 19:30:12.562187+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1PVa6LEIu4BG5ePBPMM2d95V;;;;true;30;30;	-30;
f2442693-1eaf-45b5-b885-1d53b94f5909;;MID20259683;"Symbotic - Creative; digital; website";canceled;recurring;tactical;4375;invoice;43;2024-02-12;;;;;90172248207;15;9341454074930384;hours;false;Tier 4;2026-01-19 19:30:14.305328+00;2026-01-19 19:30:14.305328+00;XXXXXXXXXXX;"Creative; digital; website";;;175;false;0;0;0;2025-06-21
766143e6-ec3b-40c7-9ced-b22b48dad907;;MID20252051;"FoxyAI - Creative; digital; web services";active;recurring;tactical;3500;invoice;35;2024-06-25;;;;;90172248186;11;9341454074930384;hours;false;Tier 4;2026-01-19 19:30:16.022645+00;2026-01-19 19:30:16.022645+00;XXXXXXXXXXX;Creative services;;;175;false;0;0;0;2026-01-22
d539f3e7-59be-4fd0-bce3-cd56bfcbd32b;;MID20257890;"Cyberhaven - Field marketing creative; digital; website retainer";inactive;recurring;tactical;4375;invoice;43;2025-04-01;;;;;90172318951;10;9341454074930384;hours;false;Tier 4;2026-01-19 19:30:17.777349+00;2026-01-19 19:30:17.777349+00;34825436966;"Field marketing creative; digital; website services";;;175;false;275;0;	-15;2025-06-21
265cfaed-d96d-4ae8-81de-4e20dd7831f8;;MID20257238;Beamable - Video project;inactive;project;tactical;0;invoice;0;2025-03-03;;;;;90172262591;46;9341454074930384;points;false;Tier 4;2026-01-19 19:30:19.524655+00;2026-01-19 19:30:19.524655+00;33899245451;"Ideometry will partner with Beamable to develop a series of five (5) custom motion graphic animation videos designed to maintain a cohesive; branded visual identity. These videos will serve as engaging; high-impact assets for use across the website; email marketing; and both organic and paid media campaigns. Each video will be approximately 60 seconds in length; following a structured production process that ensures strategic alignment while maintaining a cohesive narrative and brand aesthetic across the series. The videos will share a consistent design language; visual elements; and motion style to reinforce brand continuity.";;;;false;;;;
bf57e936-b322-4b36-bf32-174d44c65e09;;MID20252047;Verisk - Marketing services;active;recurring;tactical;10000;invoice;90;2024-11-25;;;;;90020895691;556;123145757279014;points;false;Tier 4;2026-01-19 19:30:21.224364+00;2026-01-19 19:30:21.224364+00;21821068677;Content services;;;;false;365;0;0;2026-02-01
18194a27-f4fd-4f8a-b974-7e8dcaea1d46;;MID20254194;Syncro - Content marketing services;active;recurring;tactical;3500;credit_card;35;2024-07-03;;;;;90171284325;874;123145757279014;points;false;Tier 4;2026-01-19 19:30:23.006027+00;2026-01-19 19:30:23.006027+00;22692270154;"Podcast services; guest booking; and additional content";;;;true;90;90;	-45;
1f878142-1760-4df2-805b-1f114427475d;;MID20252371;Noetic - Marketing services;canceled;recurring;strategic;8000;invoice;80;2025-01-22;;;;;90172053425;2101;193514801304854;points;false;Tier 4;2026-01-19 19:30:24.743159+00;2026-01-19 19:30:24.743159+00;29418410521;"ABM; paid; content; performance reporting";;;;true;343;90;	-45;2026-01-01
5c019afd-8ade-4d54-b578-34741e306a7f;;MID20253851;COFACE - Marketing services;inactive;recurring;strategic;10000;invoice;100;2024-08-15;;;;;90171413264;2055;193514801304854;points;false;Tier 4;2026-01-19 19:30:26.482628+00;2026-01-19 19:30:26.482628+00;21821017934;"ABM; paid; content";;;;false;90;90;	-45;2025-06-01
9e72e3f5-f31f-4c70-870d-79db54b271b2;;MID20257538;Shockoe - Marketing Services;canceled;recurring;strategic;7000;invoice;100;2024-12-01;;;;;90171847471;2074;193514801304854;points;false;Tier 4;2026-01-19 19:30:28.29439+00;2026-01-19 19:30:28.29439+00;22571803409;"Marketing services such as paid; content; ABM";;;;true;180;90;	-45;2026-01-01
31d083b5-7b7a-48b5-903c-cf2c2875ef27;;MID20256900;Finley - Marketing Services;inactive;recurring;tactical;6500;invoice;65;2024-09-03;;;;;90171792489;2065;193514801304854;points;false;Tier 4;2026-01-19 19:30:30.009027+00;2026-01-19 19:30:30.009027+00;21955977240;Services;;;;true;90;90;	-45;2025-06-01
2a9f1138-d374-4502-88f9-894f56cfda72;;MID202510017;Crowley Company - Hosting;active;recurring;tactical;350;invoice;3;2024-01-18;;;;;;391;193514801304854;points;true;Tier 4;2026-01-19 19:30:05.88945+00;2026-01-19 19:30:05.88945+00;XXXXXXXXXXX;Website hosting plan;;;;true;365;365;	-30;2027-01-01
d3234384-4b87-4816-a69b-386672f10fd6;;MID202510007;Fairway - Hosting;canceled;recurring;tactical;50;credit_card;0;2024-02-04;;;;;;1457;193514801304854;points;true;Tier 4;2026-01-19 19:30:07.60428+00;2026-01-19 19:30:08.286642+00;XXXXXXXXXXX;Launchr Website Hosting;;;;true;30;30;	-30;
83529fba-db81-43a0-a9df-4642c0cf5732;;MID202510028;Interfaith Housing - Hosting;active;recurring;tactical;50;invoice;0;2021-07-01;;;;;;1454;193514801304854;points;true;Tier 4;2026-01-19 19:30:09.49298+00;2026-01-19 19:30:09.49298+00;XXXXXXXXXXX;Website hosting plan;;;;true;30;30;	-30;
157215e3-15c5-4fd7-9a38-55094b83b108;;MID202510003;Ripaus - Hosting;active;recurring;tactical;200;credit_card;2;2024-03-07;;;;;;2148;193514801304854;points;true;Tier 4;2026-01-19 19:30:11.19661+00;2026-01-19 19:30:11.19661+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Orn6iEIu4BG5ePBfqa0ih8X;;;;true;30;30;	-30;
ded87abc-b72b-431d-ad99-fc9eb7bff592;;MID202510006;White House Nannies - Hosting;active;recurring;tactical;145;credit_card;1;2024-03-01;;;;;;158;193514801304854;points;true;Tier 4;2026-01-19 19:30:12.903007+00;2026-01-19 19:30:12.903007+00;XXXXXXXXXXX;Advanced Hosting Package https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Opf95EIu4BG5ePBbcp7fUDI;;;;true;30;30;	-30;
25cab56c-2214-4a73-afc1-9dc2d7f80590;;MID20259572;"Rugged Robotics - Creative; digital; web";inactive;recurring;tactical;6125;invoice;61;2024-12-31;;;;;90172248206;14;9341454074930384;hours;false;Tier 2;2026-01-19 19:30:14.648766+00;2026-01-19 19:30:14.648766+00;XXXXXXXXXXX;"Rugged Robotics would like to extend their existing Creative; Digital; and Website retainer titled: 'Rugged_Robotics_Ideometry_Retainer_Agreement.pdf' signed on 1/4/24 by Rob Schnitzler.";;;175;false;365;0;	-60;2025-12-22
611988ca-b211-465c-81c2-e80f75597ed3;;MID20254465;Evolv - Campaign retainer;canceled;recurring;tactical;6250;invoice;62;2025-01-01;;;;;90172248182;9;9341454074930384;points;false;Tier 1;2026-01-19 19:30:16.363995+00;2026-01-19 19:30:16.363995+00;XXXXXXXXXXX;"Evolv Technology would like to retain Ideometry to perform ongoing campaign management; optimization; and reporting for paid digital marketing campaigns from the period January 1; 2025; to December 31; 2025. Work priority and scheduling will be at the discretion of Evolv Technology. Work will normally occur between the hours of 9AM to 5PM on weekdays (Monday through Friday).";;;;false;120;0;	-30;
20716f9b-09c9-450d-8b3d-986024adf065;;MID20257266;"Cyberhaven - Creative; digital; website retainer";canceled;recurring;tactical;6125;invoice;61;2025-04-01;;;;;90172248168;10;9341454074930384;hours;false;Tier 4;2026-01-19 19:30:18.122236+00;2026-01-19 19:30:18.122236+00;34825436966;"Creative; digital; website services";;;175;false;275;0;	-15;2025-06-21
768520bc-5bf6-4145-89b1-07f4ab2d9c17;;MID20258233;Arpio - Campaign Management;canceled;recurring;tactical;5250;invoice;52;2024-12-31;;;;;90172248166;6;9341454074930384;points;false;Tier 1;2026-01-19 19:30:19.868956+00;2026-01-19 19:30:19.868956+00;37166646707;Campaign management services;;;;false;182;0;0;
afed095f-4924-4108-bca6-41dd146a5a45;;MID20259835;AJ Nash - Podcast services;active;recurring;tactical;1350;credit_card;14;2025-01-01;;;;;90171600009;881;123145757279014;points;false;Tier 4;2026-01-19 19:30:21.580185+00;2026-01-19 19:30:21.580185+00;37164131933;Podcast services;;;;true;30;30;	-45;
292bf658-a285-4fdd-a6e5-d352a30347c9;;MID20255565;Sedra Solutions - Marketing services;active;recurring;strategic;5000;invoice;75;2025-01-01;;;;;90171904143;2081;193514801304854;points;false;Tier 3;2026-01-19 19:30:23.348508+00;2026-01-19 19:30:23.348508+00;28455714896;"Content marketing; paid campaigns; etc";;;;true;270;90;	-45;2026-02-01
1d01a92d-8acf-44a9-ba25-535d596dab53;;MID20259295;NEACH - Content marketing services;active;recurring;tactical;5500;credit_card;55;2023-11-15;;;;;90101547984;742;123145757279014;points;false;Tier 4;2026-01-19 19:30:25.088965+00;2026-01-19 19:30:25.088965+00;21821012483;Podcast content services;;;;true;90;90;	-45;
4995ddd4-5ee9-4673-9a9b-c773e431992a;;MID20254922;Agrippon - Aligned Growth Engine;inactive;project;strategic;8000;invoice;0;2025-05-02;;;;;90172414537;2144;193514801304854;points;false;Tier 1;2026-01-19 19:30:26.831073+00;2026-01-19 19:30:26.831073+00;36609562719;AGE project;;;;false;;;;
81a43ee4-a5a5-4852-a86b-4cbaf13bfeec;;MID20258836;Tyfone - Content marketing services;active;recurring;tactical;4500;credit_card;45;2024-07-18;;;;;90171663025;555;123145757279014;points;false;Tier 4;2026-01-19 19:30:28.638644+00;2026-01-19 19:30:28.638644+00;21820876973;"Content marketing; podcast editing; writing; video production";;;;true;90;90;	-45;
132fb879-0ca1-4c58-9c81-d8130f922eee;;MID20258212;Avanti Systems - Marketing Services;inactive;recurring;strategic;9500;invoice;95;2025-04-01;;;;;90172318908;1674;193514801304854;points;false;Tier 4;2026-01-19 19:30:30.362881+00;2026-01-19 19:30:30.362881+00;33448290109;Stuff;;;;false;180;0;0;2025-06-01
79afda4d-4ec6-48d5-ad23-0fa3e8497ad5;;MID20252025;AutoBytes - Aligned Growth Engine;inactive;project;strategic;8000;credit_card;;2024-12-10;;;;;;2102;193514801304854;points;false;;2026-01-19 19:25:55.996758+00;2026-01-19 19:30:30.944127+00;29903675830;Some interesting stuff here;;;;;;;;
f8311356-5ba7-4a1d-9e40-6f409dfe1181;;MID202510016;Dedicated Tanker Group - Hosting;active;recurring;tactical;100;credit_card;1;2024-03-14;;;;;;1296;193514801304854;points;true;Tier 4;2026-01-19 19:30:06.237245+00;2026-01-19 19:30:06.237245+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1OuJI8EIu4BG5ePB91jKqVun;;;;true;30;30;	-30;
dbd57683-7ee6-4226-b33f-7ed5a3188dac;;MID202510008;Just Win Consulting - Hosting;active;recurring;tactical;200;credit_card;2;2025-01-31;;;;;;2078;193514801304854;points;true;Tier 4;2026-01-19 19:30:09.834476+00;2026-01-19 19:30:09.834476+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1QnVDHEIu4BG5ePBfQP9D19k;;;;true;30;30;	-30;
efc07995-dc67-4122-99b2-bcc6cbcbb232;;MID202510027;Signature Space - Hosting;active;recurring;tactical;50;invoice;0;2021-05-01;;;;;;1521;193514801304854;points;true;Tier 4;2026-01-19 19:30:11.544127+00;2026-01-19 19:30:11.544127+00;XXXXXXXXXXX;Website hosting plan;;;;true;30;30;	-30;
40c7af43-c4ee-4f48-8949-58db26272bd9;;MID20257774;"Zive - Creative; digital; website";inactive;recurring;tactical;6125;invoice;61;2025-07-22;;;;;90172248213;16;9341454074930384;hours;false;Tier 1;2026-01-19 19:30:13.239061+00;2026-01-19 19:30:13.239061+00;XXXXXXXXXXX;"Creative; digital; website";;;175;false;93;0;	-30;2025-10-22
fe954713-9fa2-4c9e-89f2-8a764f9ec76d;;MID20252473;"Realtime Robotics - Creative; digital; website";canceled;recurring;tactical;6125;invoice;61;2025-01-01;;;;;90172248194;13;9341454074930384;hours;false;Tier 1;2026-01-19 19:30:14.995038+00;2026-01-19 19:30:14.995038+00;XXXXXXXXXXX;"The client would like to retain the agency to perform creative; digital; and website services from the period starting January 1; 2025 and ending June 30; 2025. During the retainer period; the agency agrees to devote up to thirty-five (35) hours per month on assignments determined by the client (limited to the list of services below). Work priority and scheduling will be at the discretion of the client. Work will normally occur between the hours of 9 AM to 5 PM ET on weekdays (Monday through Friday). Project estimates are not guaranteed and it is possible that any project/task will take shorter or longer than the estimate provided. Client shall be charged based on the actual number of hours worked rather than the estimate.";;;175;false;180;0;	-60;
68239605-ad3c-44be-98d9-8254532e75e3;;MID20257404;"Evolv - Creative; digital; web services";canceled;recurring;tactical;1650;invoice;10;2025-07-07;;;;;90172248181;9;9341454074930384;hours;false;Tier 4;2026-01-19 19:30:16.709554+00;2026-01-19 19:30:16.709554+00;XXXXXXXXXXX;"Evolv Technology would like to retain Ideometry to perform crea- tive; digital and website services from the period January 8; 2025; to June 30; 2025. During the retainer period Ideometry agrees to devote up to one hundred (100) hours per month on assignments determined by Evolv Technology (limited to the list of services below). Work priority and scheduling will be at the discretion of Evolv Technology. Work will normally occur between the hours of 9AM to 5PM on weekdays (Monday through Friday).";;;165;false;177;0;	-30;2026-01-01
515551e4-a746-46a4-b22f-32013bb7cb04;;MID20258057;Bionomous - Brand activation project;inactive;project;tactical;0;invoice;0;2024-10-13;;;;;90172256798;44;9341454074930384;points;false;Tier 4;2026-01-19 19:30:18.469163+00;2026-01-19 19:30:18.469163+00;XXXXXXXXXXX;"The Brand Activation Project is a comprehensive marketing project that includes the development of a revised brand; messaging; and collateral and website.";;;;false;;;;
867310c3-991d-4914-a894-fc7cedb49425;;MID20257199;"Arpio - Creative; Digital; and Website retainer";canceled;recurring;tactical;6125;invoice;61;2024-12-31;;;;;90172248165;6;9341454074930384;hours;false;Tier 1;2026-01-19 19:30:20.203527+00;2026-01-19 19:30:20.203527+00;37166646707;Creative services;;;175;false;182;0;0;
75b32155-1255-4d17-b437-152e300521a0;;MID20256506;ThreatMark - Marketing services;active;recurring;tactical;10000;invoice;100;2024-09-23;;;;;90171841779;2072;193514801304854;points;false;Tier 4;2026-01-19 19:30:21.925518+00;2026-01-19 19:30:21.925518+00;21821032463;"ABM; paid; content; reporting";;;;true;90;90;	-45;2026-02-01
deb20e29-45f3-4095-ae7e-8952961b9806;;MID20258517;Rod Miller - Content marketing services;active;recurring;tactical;2000;invoice;20;2025-01-01;;;;;115257172;390;193514801304854;points;false;Tier 4;2026-01-19 19:30:23.69813+00;2026-01-19 19:30:23.69813+00;21821049375;Content creation;;;;true;90;90;	-45;2026-02-01
051eb736-39fc-419f-82a2-29855e878158;;MID20255562;Kolbe - Marketing services;canceled;recurring;tactical;6000;credit_card;80;2024-01-08;;;;;90020895720;640;123145757279014;points;false;Tier 4;2026-01-19 19:30:25.431622+00;2026-01-19 19:30:25.431622+00;21820876971;"Content; paid; ABM";;;;true;90;90;	-45;2025-07-18
66a4318e-0698-422f-854d-3aeb4c4bd804;;MID20256524;WeFixFreight - Marketing services;active;recurring;strategic;5000;invoice;50;2023-06-18;;;;;90020711102;1901;193514801304854;points;false;Tier 4;2026-01-19 19:30:27.188892+00;2026-01-19 19:30:27.188892+00;36153542941;"ABM; paid; content; website maintenance";;;;true;210;90;	-45;2026-02-01
3f032f15-833e-4d7d-9347-381febf6d953;;MID20252944;PTO Exchange - Marketing Services;active;recurring;strategic;5500;invoice;80;2025-04-17;;;;;90172270333;2141;193514801304854;points;false;Tier 1;2026-01-19 19:30:28.975499+00;2026-01-19 19:30:28.975499+00;34825468296;"ABM; paid; content";;;;true;180;90;	-45;2026-02-01
965b21f3-8748-420c-aaf3-b3fdcaa2f504;;MID20240005;iCorps - Marketing Services;active;recurring;strategic;6500;invoice;65;2024-02-01;;;;;90171012399;1977;193514801304854;points;false;Tier 4;2026-01-19 19:30:30.705772+00;2026-01-19 19:30:30.705772+00;21821104273;"Marketing services such as ABM; content; and website maintenance";;;;true;90;90;	-45;2026-02-01
cec48bff-a24c-43d2-a56e-4da7b806daf9;;MID20250002;Ease - Podcast Services;active;recurring;tactical;2500;invoice;45;2025-03-13;;;;;90172275914;889;123145757279014;points;false;Tier 4;2026-01-19 19:30:31.290105+00;2026-01-19 19:30:31.290105+00;33118027558;Podcast production services;;;;true;90;90;	-45;2026-02-01
