contract_id,account_id,quickbooks_business_unit_id,quickbooks_customer_id,deal_id,contract_name,contract_description,contract_status,hosting,amount,payment_type,customer_display_type,engagement_type,clickup_folder_id,contract_type,services_provided,contract_start_date,contract_renewal_date,contract_end_date,points_purchased,points_working,points_delivered,points_balance,priority,account_manager,team_manager,points_burden,monthly_points_allotment,link_to_slack_channel,created_at,updated_at,external_id,dollar_per_hour,autorenewal,initial_term_length,subsequent_term_length,notice_period,next_invoice_date
fbb63e16-8c62-493f-98b5-a5939879a069,97704ce5-4011-4798-ab82-48edeb00b62b,193514801304854,2149,XXXXXXXXXXX,Bill Hall DDS - Hosting,"Website Care Plan: Hosting & Updates

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1OmhKuEIu4BG5ePBf7WOXJMO",active,true,200.00,credit_card,points,tactical,,recurring,,2024-02-22,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:15:05.965151+00,MID202510013,,true,30,30,-30,
00834e62-1f86-4cc0-84cc-336f332f9cda,b65fae31-f89d-4ac9-a1d7-4651dfa14542,193514801304854,1414,XXXXXXXXXXX,Classic Home Advisors - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2021-05-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2026-02-07 13:14:25.619278+00,MID202510024,,true,365,365,-30,2026-05-01
18153aff-5cf2-4d09-9eac-af5511c9d614,087511ff-83d7-4964-87c5-e7ab0ecb8f9c,193514801304854,1319,XXXXXXXXXXX,Community IT - Hosting,Website hosting plan,active,true,295.00,invoice,points,tactical,,recurring,,2024-01-18,,,,,,,Tier 4,67296059,55396562,,3.00,,2025-05-15 04:10:26.580706+00,2026-02-07 13:14:26.494107+00,MID202510020,,true,365,365,-30,2027-01-01
00dd4d8e-1900-40a5-a85a-5a430fe25d86,6726c5c5-20e6-41ba-9c0f-d7501257ed5b,193514801304854,1413,XXXXXXXXXXX,Conklyn and Kemp - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2021-04-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2026-02-07 13:14:26.630509+00,MID202510022,,true,365,365,-30,2026-04-01
2b001395-4c06-4b6c-8258-744e9ce8241d,0eea60e4-626e-4cb2-b28f-37903efc350c,193514801304854,391,XXXXXXXXXXX,Crowley Company - Hosting,Website hosting plan,active,true,350.00,invoice,points,tactical,,recurring,,2024-01-18,,,,,,,Tier 4,67296059,55396562,,3.50,,2025-05-15 04:10:26.580706+00,2026-02-07 13:14:26.846182+00,MID202510017,,true,365,365,-30,2027-01-01
8c3efc1a-d16f-44c0-a129-17372ba28be1,6dd752c7-c748-402c-8080-bcf1cf92a798,193514801304854,1296,XXXXXXXXXXX,Dedicated Tanker Group - Hosting,"Website Care Plan: Hosting & Updates

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1OuJI8EIu4BG5ePB91jKqVun",active,true,100.00,credit_card,points,tactical,,recurring,,2024-03-14,,,,,,,Tier 4,67296059,55396562,,1.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:16:04.989723+00,MID202510016,,true,30,30,-30,
32580710-91d5-4208-aa5b-c20a6bceece6,ae405a3a-df5e-4724-902a-624675526e1b,193514801304854,1335,XXXXXXXXXXX,Edgewater Federal - Hosting,Website hosting plan,inactive,true,545.00,invoice,points,tactical,,recurring,,2024-01-18,,,,,,,Tier 4,67296059,55396562,,5.50,,2025-05-15 04:10:26.580706+00,2026-02-05 03:06:41.859733+00,MID202510018,,true,365,365,-30,2026-03-01
9947f570-64da-403e-95c5-8b72f0793312,c31ac06c-a408-4bd3-ab01-320c7357fc6e,193514801304854,172,XXXXXXXXXXX,Engage - Hosting,"Launchr Website Hosting

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1QiNc4EIu4BG5ePBLZQPUwLu",active,true,50.00,credit_card,points,tactical,,recurring,,2024-01-17,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2026-01-02 20:21:16.736148+00,MID202510014,,true,30,30,-30,
08243d95-5720-464d-9d1c-3b5c51d1f1de,485602a3-8917-427d-9556-64924ced3fb9,193514801304854,1579,XXXXXXXXXXX,Face Works Events - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2021-07-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2025-05-15 04:10:26.580706+00,MID202510026,,true,30,30,-30,
4fc11902-bdfa-48d3-8659-e25d96ee7ee6,c8561446-0c6a-4456-b7d3-bfb6ab37f62a,193514801304854,1457,XXXXXXXXXXX,Fairway - Hosting,"Launchr Website Hosting (Billed as Sarahfina Perry)

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1QiMGUEIu4BG5ePBMrdb1P5n",canceled,true,50.00,credit_card,points,tactical,,recurring,,2024-02-04,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2026-02-01 04:20:57.889666+00,MID202510005,,true,30,30,-30,
a0848f9d-3c37-4bbd-a7cf-c66f1b0cdaca,c8561446-0c6a-4456-b7d3-bfb6ab37f62a,193514801304854,1457,XXXXXXXXXXX,Fairway - Hosting,Launchr Website Hosting,canceled,true,100.00,credit_card,points,tactical,,recurring,,2024-02-04,,,,,,,Tier 4,67296059,55396562,,1.00,,2025-05-15 04:10:26.580706+00,2025-06-14 15:18:43.078709+00,MID202510009,,true,30,30,-30,
d2e7a6b3-dab7-4196-a1ba-7ed3f767f606,c8561446-0c6a-4456-b7d3-bfb6ab37f62a,193514801304854,1457,XXXXXXXXXXX,Fairway - Hosting,Launchr Website Hosting,canceled,true,50.00,credit_card,points,tactical,,recurring,,2024-02-04,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2025-06-14 15:18:38.836087+00,MID202510007,,true,30,30,-30,
420a1834-831a-4502-84f8-04bf53cd9f71,89f4454d-0394-46c9-b8df-d179da2e0419,193514801304854,1790,XXXXXXXXXXX,FFNP - Hosting,"Launchr Website Hosting

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Or4vaEIu4BG5ePBQsMs6Z4f",active,true,50.00,credit_card,points,tactical,,recurring,,2024-03-05,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2026-01-02 20:19:38.706825+00,MID202510004,,true,30,30,-30,
220c2aee-06a8-4b91-b528-c489aea56d2c,67457724-46ab-48a1-98b5-b34098c8aaf6,193514801304854,1441,XXXXXXXXXXX,Franconia Group - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2021-04-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2025-05-15 04:10:26.580706+00,MID202510029,,true,30,30,-30,
45c1ce50-c1cd-477c-8c6c-6c8820d64e26,f8c6f504-dc40-4df0-ac57-04bec29939d7,193514801304854,1454,XXXXXXXXXXX,Interfaith Housing - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2021-07-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2025-05-15 04:10:26.580706+00,MID202510028,,true,30,30,-30,
633b5e2c-4892-4097-9edf-b609ad4e880d,a5b599f5-c5b6-434c-a0ac-2087f5bedabf,193514801304854,2078,XXXXXXXXXXX,Just Win Consulting - Hosting,"Website Care Plan: Hosting & Updates

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1QnVDHEIu4BG5ePBfQP9D19k",active,true,200.00,credit_card,points,tactical,,recurring,,2025-01-31,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:11:52.203492+00,MID202510008,,true,30,30,-30,
afca7be1-0184-4af2-8891-13743f162caf,e7f60901-1aaa-457d-bd9b-bbc4eb3411f2,193514801304854,303,XXXXXXXXXXX,Logistics Lighting - Hosting,Website Care Plan: Hosting & Updates,inactive,true,200.00,credit_card,points,tactical,,recurring,,2024-02-15,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2025-10-23 02:56:37.223687+00,MID202510015,,true,30,30,-30,
ddb05c23-de2c-4fc8-a772-5a777ebcff8d,2979e6e9-f236-492d-a026-0c2666f72138,193514801304854,1983,XXXXXXXXXXX,RD Law Firm - Hosting,Website Care Plan: Hosting & Updates,active,true,200.00,credit_card,points,tactical,,recurring,,2024-02-14,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2025-05-15 04:10:26.580706+00,MID202510001,,true,30,30,-30,
0e3f6b12-7606-4f97-b9e5-6f5c04675c7a,0bb3e48f-fb14-478f-bf35-a48b036bff3d,193514801304854,191,XXXXXXXXXXX,Reliant Drywall - Hosting,"Website Care Plan: Hosting & Updates

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Oo69IEIu4BG5ePBXfXuRqkd",active,true,200.00,credit_card,points,tactical,,recurring,,2024-02-26,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:12:13.169964+00,MID202510010,,true,30,30,-30,
f6c598cc-93b6-4976-b35a-1ff425193705,f1e3d530-ac15-464e-9864-0b861670f3ff,193514801304854,2148,XXXXXXXXXXX,Ripaus - Hosting,"Website Care Plan: Hosting & Updates

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Orn6iEIu4BG5ePBfqa0ih8X",active,true,200.00,credit_card,points,tactical,,recurring,,2024-03-07,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:11:20.409288+00,MID202510003,,true,30,30,-30,
7ab0895c-26e8-4f16-8169-c2cfcdb47356,31ce5e8f-0497-45c7-a8ff-643b9cf8fdd3,193514801304854,1521,XXXXXXXXXXX,Signature Space - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2021-05-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2025-05-15 04:10:26.580706+00,MID202510027,,true,30,30,-30,
00652748-60c0-4ccf-8daa-646cd36d7797,3405832d-256a-488e-8d65-44fa1f4c219f,193514801304854,1455,XXXXXXXXXXX,Teletrust - Hosting,Website hosting plan,canceled,true,50.00,invoice,points,tactical,,recurring,,2022-04-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2025-12-10 23:22:48.953707+00,MID202510023,,true,30,30,-30,
81a74db1-5a16-497f-9a47-285a228157f8,03b56f62-7e98-4701-a1fc-9fd17d846d37,193514801304854,1623,XXXXXXXXXXX,The Manor - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2021-10-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2026-02-07 13:14:24.568902+00,MID202510025,,true,365,365,-30,2026-10-01
999d3cdf-48f1-425c-ad5b-cbbc25076dd1,65ae30db-9b09-4cc8-8c56-648e7b3a4cb5,193514801304854,1998,XXXXXXXXXXX,True Standard Distilling - Hosting,"Website Care Plan: Hosting & Updates

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1PVa6LEIu4BG5ePBPMM2d95V",active,true,200.00,credit_card,points,tactical,,recurring,,2024-06-25,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:12:34.099592+00,MID202510011,,true,30,30,-30,
643b7b73-bce5-435f-a514-4c59b8966c16,0d426d63-20d1-4e5b-86bc-6dccdaa2c8b2,193514801304854,158,XXXXXXXXXXX,White House Nannies - Hosting,"Advanced Hosting Package

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1Opf95EIu4BG5ePBbcp7fUDI",active,true,145.00,credit_card,points,tactical,,recurring,,2024-03-01,,,,,,,Tier 4,67296059,55396562,,1.45,,2025-05-15 04:10:26.580706+00,2026-01-02 20:15:32.259611+00,MID202510006,,true,30,30,-30,
23828c15-8b59-4933-8d71-306fd37ec127,190ba8bd-4046-46bc-81dd-5f39b71a5e51,9341454074930384,16,XXXXXXXXXXX,"Zive - Creative, digital, website","Creative, digital, website",inactive,false,6125.00,invoice,hours,tactical,90172248213,recurring,,2025-07-22,,,,,,,Tier 1,89321438,89158970,,61.25,,2025-05-14 03:43:15.68564+00,2025-10-21 03:47:42.375884+00,MID20257774,175,false,93,0,-30,2025-10-22
85b44d56-c18a-42db-9450-13511bfc0771,5d1d6a8e-04dd-484c-afe7-67d47ba9c672,9341454074930384,45,29946860205,TrueNAS - Campaign retainer,Campaign management,canceled,false,5250.00,invoice,points,tactical,90172342794,recurring,,2025-04-09,,,,,,,Tier 1,89302316,89305543,,52.50,,2025-05-14 03:39:31.26921+00,2025-07-07 13:42:39.422078+00,MID20253841,,false,90,0,-14,
4a0c638f-a80d-4cfa-87df-db21adac7ff1,5d1d6a8e-04dd-484c-afe7-67d47ba9c672,9341454074930384,45,XXXXXXXXXXX,"TrueNAS - Creative, digital, website","Creative, digital, website",canceled,false,6125.00,invoice,hours,tactical,90172248209,recurring,,2025-02-03,,,,,,,Tier 1,89302316,89305543,,61.25,,2025-05-14 03:37:06.800769+00,2025-07-07 13:42:47.425432+00,MID20253027,175,false,90,0,0,
f0b6f821-4ce1-48e1-a1cb-dc5bf89c5da2,d3a35e19-9fa3-4442-94a4-8691957bccf2,9341454074930384,15,XXXXXXXXXXX,"Symbotic - Creative, digital, website","Creative, digital, website",canceled,false,4375.00,invoice,hours,tactical,90172248207,recurring,,2024-02-12,,,,,,,Tier 4,89319925,67296059,,43.75,,2025-05-14 03:27:37.162452+00,2025-07-29 21:21:19.807184+00,MID20259683,175,false,0,0,0,2025-06-21
d7cf4f08-8106-46e7-b22d-c1f0c4e8ba1f,55be1d17-d742-41f5-89d5-7e60763f12c8,9341454074930384,14,XXXXXXXXXXX,"Rugged Robotics - Creative, digital, web","Rugged Robotics would like to extend their existing Creative, Digital, and Website
retainer titled: ‘Rugged_Robotics_Ideometry_Retainer_Agreement.pdf’ signed on 1/4/24
by Rob Schnitzler.",inactive,false,6125.00,invoice,hours,tactical,90172248206,recurring,,2024-12-31,,,,,,,Tier 2,95153711,60810284,,61.25,,2025-05-14 03:21:42.02016+00,2025-12-02 01:20:26.80754+00,MID20259572,175,false,365,0,-60,2025-12-22
d9212421-1590-4b34-bb7c-2a2aab3ff2f1,5010c93d-4efc-4829-aad7-35dc54716040,9341454074930384,13,XXXXXXXXXXX,"Realtime Robotics - Creative, digital, website","The client would like to retain the agency to perform creative, digital, and website services from
the period starting January 1, 2025 and ending June 30, 2025. During the retainer period, the
agency agrees to devote up to thirty-five (35) hours per month on assignments determined by
the client (limited to the list of services below). Work priority and scheduling will be at the
discretion of the client. Work will normally occur between the hours of 9 AM to 5 PM ET on
weekdays (Monday through Friday). Project estimates are not guaranteed and it is possible that
any project/task will take shorter or longer than the estimate provided. Client shall be charged
based on the actual number of hours worked rather than the estimate.",canceled,false,6125.00,invoice,hours,tactical,90172248194,recurring,,2025-01-01,,,,,,,Tier 1,89302316,89305543,,61.25,,2025-05-14 03:16:11.696808+00,2025-07-01 14:02:51.887166+00,MID20252473,175,false,180,0,-60,
96c13783-3eba-4297-8ed8-ef79506003f3,5010c93d-4efc-4829-aad7-35dc54716040,9341454074930384,13,XXXXXXXXXXX,Realtime Robotics - Brand activation project,"The Brand Activation Project is a comprehensive marketing project
that includes the development of a revised brand, messaging, and website.",inactive,false,38475.00,invoice,points,tactical,90172248146,project,,2024-12-02,,,,,,,Tier 4,89302316,89305543,,0.00,,2025-05-14 03:09:28.390362+00,2025-08-04 14:51:35.754892+00,MID20258089,,false,,,,
460cc51e-a671-40c3-9c21-baaad3cdb507,23285852-b7f1-4eba-9009-db7b0a18f1be,9341454074930384,17,XXXXXXXXXXX,"Powerhouse Gym - Creative, digital, website services",Creative services,active,false,3150.00,invoice,hours,tactical,90172248189,recurring,,2025-05-01,,,,,,,Tier 4,89321438,89383198,,31.50,,2025-05-14 02:59:11.582186+00,2026-02-07 13:14:24.360149+00,MID20258726,175,false,426,0,-60,2026-02-20
a9561141-7db2-4baf-b5b5-4ac70324e045,1a58c74e-d7c8-46df-a56b-c7dbddf7d9e6,9341454074930384,11,XXXXXXXXXXX,"FoxyAI - Creative, digital, web services",Creative services,active,false,3500.00,invoice,hours,tactical,90172248186,recurring,,2024-06-25,,,,,,,Tier 4,89321438,89288697,,35.00,,2025-05-14 02:54:00.784126+00,2026-02-07 13:14:27.04437+00,MID20252051,175,false,0,0,0,2026-02-20
5a454bdc-263f-4fb2-98bc-c6d077f7be6c,09a7c642-8b4e-41dc-a788-459d9cb868f7,9341454074930384,9,XXXXXXXXXXX,Evolv - Campaign retainer,"Evolv Technology would like to retain Ideometry to perform
ongoing campaign management, optimization, and reporting for paid digital marketing
campaigns from the period January 1, 2025, to December 31, 2025. Work priority and
scheduling will be at the discretion of Evolv Technology. Work will normally occur between the
hours of 9AM to 5PM on weekdays (Monday through Friday).",canceled,false,6250.00,invoice,points,tactical,90172248182,recurring,,2025-01-01,,,,,,,Tier 1,89319925,89305543,,62.50,,2025-05-14 02:22:36.802718+00,2025-07-01 13:59:40.370055+00,MID20254465,,false,120,0,-30,
6d562562-95ce-4b3b-af69-93f78f8c665f,09a7c642-8b4e-41dc-a788-459d9cb868f7,9341454074930384,9,XXXXXXXXXXX,"Evolv - Creative, digital, web services","Evolv Technology would like to
retain Ideometry to perform crea- tive, digital and website services from the period January 8,
2025, to June 30, 2025. During the retainer period Ideometry agrees to devote up to one
hundred (100) hours per month on assignments determined by Evolv Technology (limited to the
list of services below). Work priority and scheduling will be at the discretion of Evolv Technology.
Work will normally occur between the hours of 9AM to 5PM on weekdays (Monday through
Friday).",canceled,false,1650.00,invoice,hours,tactical,90172248181,recurring,,2025-07-07,,,,,,,Tier 4,89312700,89288697,,10.00,,2025-05-14 02:19:20.930547+00,2026-01-02 19:03:22.324485+00,MID20257404,165,false,177,0,-30,2026-01-01
bad1525d-a16b-46e5-b8ae-97e5b20326b2,46fbebc0-6e79-4df0-9db2-1c89780db575,9341454074930384,59,XXXXXXXXXXX,"Cybernetix - Creative, digital, website services","Creative, digital, website services",active,false,0.00,invoice,hours,tactical,90172248173,recurring,,2024-06-07,,,,,,,Tier 4,89321438,50351772,,25.00,,2025-05-14 01:16:58.202539+00,2026-01-30 21:45:08.933491+00,MID20259055,175,false,0,0,0,
99afab41-510e-48ec-8edf-5761e7f8b864,5dd50c2c-59a0-426b-b39c-285669d29bf3,9341454074930384,10,XXXXXXXXXXX,Cyberhaven - Campaign management,Campaign management services,canceled,false,5250.00,invoice,points,tactical,90172248170,recurring,,2025-04-01,,,,,,,Tier 1,89319925,67296059,,52.50,,2025-05-14 01:03:02.846711+00,2025-07-24 21:40:24.262849+00,MID20255007,175,false,275,0,-15,2025-06-21
31e58b14-0eb4-4426-bf81-526dce1d90b7,5dd50c2c-59a0-426b-b39c-285669d29bf3,9341454074930384,10,34825436966,"Cyberhaven - Field marketing creative, digital, website retainer","Field marketing creative, digital, website services",inactive,false,4375.00,invoice,hours,tactical,90172318951,recurring,,2025-04-01,,,,,,,Tier 4,89391258,89288697,,43.75,,2025-05-14 00:56:07.479994+00,2025-11-29 22:22:15.041235+00,MID20257890,175,false,275,0,-15,2025-06-21
628125d4-2ae7-4893-b1b6-fefc174b06a2,5dd50c2c-59a0-426b-b39c-285669d29bf3,9341454074930384,10,34825436966,"Cyberhaven - Creative, digital, website retainer","Creative, digital, website services",canceled,false,6125.00,invoice,hours,tactical,90172248168,recurring,,2025-04-01,,,,,,,Tier 4,89391258,89288697,,61.25,,2025-05-14 00:16:29.19811+00,2025-11-29 22:22:02.372117+00,MID20257266,175,false,275,0,-15,2025-06-21
ca611d56-212a-4c43-8c3c-e4c166fd03e7,831da331-5116-46dc-9006-3d4253d7d51e,9341454074930384,44,XXXXXXXXXXX,Bionomous - Brand activation project,"The Brand Activation Project is a comprehensive marketing project
that includes the development of a revised brand, messaging, and collateral and
website.",inactive,false,0.00,invoice,points,tactical,90172256798,project,,2024-10-13,,,,,,,Tier 4,89305543,89305543,,0.00,,2025-05-13 23:56:40.828078+00,2025-10-30 22:10:41.856725+00,MID20258057,,false,,,,
0d71838c-1f77-4c98-9799-63949e1e9b3d,63deaf7a-c397-441a-aed5-03d1c5073988,9341454074930384,46,35872380560,Beamable Network - Website project,"Beamable is seeking a full rebuild of the Beamable.Network website to migrate it from
its current rigid architecture to a more flexible and user-friendly CMS, such as
WordPress. The goal is to empower the marketing team to make updates
independently, while modernizing the site’s look and ensuring it remains true to
Beamable’s overall brand.",inactive,false,13750.00,invoice,points,tactical,90172368083,project,,2025-04-17,,,,,,,Tier 4,50351772,50351772,,0.00,,2025-05-13 23:44:07.171638+00,2025-09-01 14:29:08.897466+00,MID20253346,,false,,,,
465f0273-c6ed-45d7-bd85-1750d86049d8,63deaf7a-c397-441a-aed5-03d1c5073988,9341454074930384,46,33456565413,"Beamable - Creative, Digital and Website Retainer ",GTM engineering and digital marketing services,canceled,false,6125.00,invoice,hours,tactical,90172263214,recurring,,2025-03-01,,,,,,,Tier 1,89292512,89319924,,61.25,,2025-05-13 23:39:16.814543+00,2025-06-02 20:35:16.124069+00,MID20259213,175,false,90,0,0,
f22cd909-ed22-4f41-91b7-f0c53af9de04,63deaf7a-c397-441a-aed5-03d1c5073988,9341454074930384,46,33899245451,Beamable - Video project,"Ideometry will partner with Beamable to develop a series of five (5) custom motion
graphic animation videos designed to maintain a cohesive, branded visual identity.
These videos will serve as engaging, high-impact assets for use across the website,
email marketing, and both organic and paid media campaigns.
Each video will be approximately 60 seconds in length, following a structured production
process that ensures strategic alignment while maintaining a cohesive narrative and
brand aesthetic across the series. The videos will share a consistent design language,
visual elements, and motion style to reinforce brand continuity.",inactive,false,0.00,invoice,points,tactical,90172262591,project,,2025-03-03,,,,,,,Tier 4,50351772,50351772,,0.00,,2025-05-13 23:33:13.595604+00,2025-09-01 14:26:33.610483+00,MID20257238,,false,,,,
7630429a-0e66-45f8-9124-75dce08b9abc,02c5627c-46f7-48c1-b0e0-5fa501961e0a,9341454074930384,6,37166646707,Arpio - Campaign Management,Campaign management services,canceled,false,5250.00,invoice,points,tactical,90172248166,recurring,,2024-12-31,,,,,,,Tier 1,89319925,89305543,,52.50,,2025-05-13 22:38:11.253564+00,2025-07-01 14:08:28.549854+00,MID20258233,,false,182,0,0,
157d9896-c494-4aeb-b665-b95d0c5ea3d8,02c5627c-46f7-48c1-b0e0-5fa501961e0a,9341454074930384,6,37166646707,"Arpio - Creative, Digital, and Website retainer",Creative services,canceled,false,6125.00,invoice,hours,tactical,90172248165,recurring,,2024-12-31,,,,,,,Tier 1,89319925,89305543,,61.25,,2025-05-13 22:29:39.333143+00,2025-07-01 14:16:28.926612+00,MID20257199,175,false,182,0,0,
34a78019-4e48-49ee-a4fe-6c6f88ba7fac,7feb48a4-c21f-43c4-9f6c-45b8ca581e11,193514801304854,307,21822519851,Wilburn - Content marketing services,"Blog posts, website maintenance",active,false,1750.00,invoice,points,tactical,104329044,recurring,,2025-01-01,,,,,,,Tier 4,89391258,89383198,,17.00,,2025-05-13 18:18:09.967056+00,2026-02-07 13:14:27.57661+00,MID20254457,,true,90,90,-45,2026-03-01
e491cad6-0db4-4d35-985b-11af202637d6,1168ed43-e8a4-4711-a0aa-bdcbf7faf4d6,193514801304854,2038,21821017936,VITAL - Marketing services,Content and creative services,active,false,4000.00,invoice,points,tactical,90171578464,recurring,,2024-06-15,,,,,,,Tier 4,89391258,50351772,,60.00,,2025-05-13 18:14:46.74273+00,2026-02-07 13:14:28.413303+00,MID20251778,,true,90,90,-45,2026-03-01
376458e4-02d2-4b97-839a-b65e8fb92492,57f95fde-4531-4580-b674-8400f55ce260,123145757279014,556,21821068677,Verisk - Marketing services,Content services,active,false,10000.00,invoice,points,tactical,90020895691,recurring,,2024-11-25,,,,,,,Tier 4,89391258,50351772,,90.00,,2025-05-13 15:43:46.381003+00,2026-02-07 13:14:26.357606+00,MID20252047,,false,365,0,0,2026-03-01
795c0add-539c-4832-89d3-f675f5212a4f,4243241c-18dc-441a-8aa9-887911b4021a,123145757279014,881,37164131933,AJ Nash - Podcast services,Podcast services,active,false,1350.00,credit_card,points,tactical,90171600009,recurring,,2025-01-01,,,,,,,Tier 4,89321438,89383198,,14.00,,2025-05-13 15:34:24.280326+00,2026-02-03 14:49:41.441164+00,MID20259835,,true,30,30,-45,
47353e80-a653-43e0-9be5-ffd264500cd5,28477ff0-8194-4bbe-b605-1f66b0ebd8a3,193514801304854,2072,21821032463,ThreatMark - Marketing services,"ABM, paid, content, reporting",active,false,10000.00,invoice,points,tactical,90171841779,recurring,,2024-09-23,,,,,,,Tier 4,89383198,89288697,,100.00,,2025-05-13 15:19:22.245755+00,2026-02-07 13:14:26.779064+00,MID20256506,,true,90,90,-45,2026-03-01
68ca655f-2844-4510-88a2-86afa702dad9,6355a969-430d-4bc8-8dca-51a221be239c,123145757279014,635,30232624745,Thermo Fisher - Content marketing services,Podcast production services,canceled,false,1995.00,credit_card,points,tactical,90020895716,recurring,,2021-12-09,,,,,,,Tier 4,89391258,50351772,,20.00,,2025-05-13 15:14:15.666125+00,2025-12-09 04:42:07.633858+00,MID20258897,,true,30,30,-30,
e179c593-1cc6-47df-b456-24fba4e9e0b0,f7dbef77-0a6a-4b73-aab5-05babebac3cd,193514801304854,2058,22111631187,Techmode - Marketing services,"ABM, content, paid, etc.",active,false,5000.00,invoice,points,strategic,90171742902,recurring,,2024-09-18,,,,,,,Tier 4,89312700,89288697,,50.00,,2025-05-13 14:19:00.441587+00,2026-02-07 13:14:27.730934+00,MID20255818,,true,180,180,-45,2026-03-01
47625287-6c67-4d1c-bff1-6781801c267b,9763969e-787a-4528-aade-5a5942a4c069,123145757279014,874,22692270154,Syncro - Content marketing services,"Podcast services, guest booking, and additional content",active,false,3500.00,credit_card,points,tactical,90171284325,recurring,,2024-07-03,,,,,,,Tier 4,89391258,50351772,,35.00,,2025-05-13 13:58:37.694038+00,2025-10-16 02:26:23.042942+00,MID20254194,,true,90,90,-45,
8e9c5856-d1ac-46c8-925d-0f263c6221dc,8d8a7152-0c94-4db3-96c4-e962a8e2c521,193514801304854,2081,28455714896,Sedra Solutions - Marketing services,"Content marketing, paid campaigns, etc",active,false,5000.00,invoice,points,strategic,90171904143,recurring,,2025-01-01,,,,,,,Tier 3,89321438,50351772,,75.00,,2025-05-13 13:44:05.108319+00,2026-02-07 13:14:27.890102+00,MID20255565,,true,270,90,-45,2026-03-01
074099f7-ba0f-4d62-a586-694190afc31d,04ac6f3f-e830-48d9-9225-40c8cd343043,193514801304854,390,21821049375,Rod Miller - Content marketing services,Content creation,active,false,2000.00,invoice,points,tactical,115257172,recurring,,2025-01-01,,,,,,,Tier 4,89391258,89383198,,20.00,,2025-05-13 13:39:04.593639+00,2026-02-07 13:14:27.413437+00,MID20258517,,true,90,90,-45,2026-03-01
